stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
VENEZIA MESTRE,,Wed,1.38204833141542,0.0,69,869,128,82,43
CASSINO,,Wed,6.538461538461538,2.0,2,26,9,5,4
CHIAVARI,,Wed,3.5948275862068964,2.0,10,116,42,30,11
CIVITAVECCHIA,,Wed,2.9302325581395348,-1.0,11,129,39,34,17
FAENZA,,Wed,8.174603174603174,6.0,6,63,43,33,22
FROSINONE,,Wed,5.884615384615385,1.0,2,26,7,4,3
GENOVA BRIGNOLE,,Wed,3.452054794520548,1.0,18,219,64,50,19
LAMEZIA TERME CENTRALE,,Wed,3.34375,0.0,14,160,41,30,18
MASSA CENTRO,,Wed,4.194805194805195,3.0,13,154,63,38,15
NAPOLI AFRAGOLA,,Wed,6.757404795486601,3.0,59,709,330,265,139
ORSARA DI PUGLIA,,Wed,58.0,58.0,1,1,1,1,1
PAOLA,,Wed,1.5815217391304348,-1.0,16,184,44,31,20
PARMA,,Wed,7.050228310502283,5.0,19,219,138,99,44
PAVIA,,Wed,4.865384615384615,4.0,5,52,27,17,5
PERUGIA,,Wed,3.1538461538461537,1.0,1,13,4,3,2
PESARO,,Wed,7.833333333333333,5.0,27,306,178,142,85
RAPALLO,,Wed,4.5,3.0,2,2,1,1,0
ROMA TERMINI,,Wed,5.603619381202568,2.0,138,1713,677,493,269
ROVERETO,,Wed,4.3355263157894735,4.0,12,152,81,49,12
S.BENEDETTO DEL TRONTO,,Wed,10.326086956521738,4.0,12,138,78,66,40
S.LORENZO MAGGIORE,,Wed,24.0,24.0,1,1,1,1,1
TERNI,,Wed,2.076923076923077,-1.0,1,13,2,2,1
TERONTOLA CORTONA,,Wed,5.5,1.0,2,26,11,8,4
TORINO LINGOTTO,,Wed,1.3461538461538463,0.0,2,26,6,5,1
TORINO PORTA SUSA,,Wed,3.38212927756654,1.0,44,526,147,99,50
UDINE,,Wed,-1.4782608695652173,-3.0,2,23,2,1,1
VIBO VALENZIA PIZZO,,Wed,5.278350515463917,1.0,8,97,28,21,13
VICENZA,,Wed,1.5902439024390245,1.0,32,410,95,56,22
