stop_name,train_class,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
BALZOLA,REG,2.779587404994571,1.0,29,1842,452,252,62,45.173985,8.402174
BANDITO,REG,1.7049608355091384,0.0,37,2681,370,168,52,44.722075,7.819452
BARAGIANO,REG,4.360199004975124,3.0,18,1005,420,285,86,40.695213,15.569206
BARCELLONA,REG,1.1373520506468484,0.0,57,3633,520,258,71,38.14918,15.212499
BARI CENTRALE,REG,-0.31065846784524725,-1.0,147,7806,848,500,223,41.11774,16.869601
BARI PARCO SUD,REG,0.0,0.0,1,1,0,0,0,41.111822,16.914736
BARI TORRE QUETTA,REG,11.0,0.0,2,2,1,1,1,,
BARLETTA,REG,2.1515861187992336,1.0,97,4697,1039,587,224,41.315227,16.278867
BARRUCCANA,REG,0.030916030534351144,-1.0,49,2620,218,126,47,,
BASILIANO,REG,2.0878574388727724,2.0,38,2413,360,171,45,46.012737,13.109233
BATTIPAGLIA,REG,2.763992948435434,2.0,74,4538,1280,768,325,40.605789,14.98324
BAZZANA,REG,0.9124613800205973,0.0,16,971,57,32,11,44.777094,8.401557
BELLARIA,REG,2.7321606372386325,1.0,54,3013,612,417,222,44.150249,12.461168
BELLAVISTA,REG,-8.0,-8.0,1,1,0,0,0,40.517077,17.176892
BERNALDA,REG,2.794561933534743,2.0,4,331,114,61,21,40.397616,16.682281
BIAGIONI LAGACCI,REG,2.1850746268656716,2.0,12,1005,137,24,10,44.086359,10.948257
BISUSCHIO VIGGIU,REG,3.347505858721125,2.0,66,2987,729,389,148,45.870658,8.887544
BOGLIASCO,REG,10.090909090909092,7.0,10,11,8,7,4,44.379207,9.066042
BOLOGNA BORGO PANIGALE,REG,3.3341342756183745,2.0,110,7075,2087,740,133,44.515024,11.284728
BOLOGNA C.LE,REG,0.7947209653092006,-1.0,326,19890,3797,2276,1001,44.50626,11.342267
BOLOGNA S.RUFFILLO,REG,1.4607032057911065,1.0,85,3868,440,214,64,44.462657,11.372967
BONASSOLA,REG,15.363636363636363,14.0,11,11,10,8,7,44.184867,9.582673
BORGO FORNARI PER VOLTAGGIO,REG,16.0,16.0,1,1,1,1,1,44.588379,8.938295
BORGO LAVEZZARO,REG,2.471244131455399,2.0,31,1704,401,179,52,45.318783,8.703242
BORGO VALSUGANA EST,REG,2.6133333333333333,2.0,16,1200,341,133,19,46.05224,11.462119
BORGOLOMBARDO,REG,0.8475997686524003,0.0,100,3458,546,298,74,45.403856,9.27111
BORGOMANERO,REG,2.2979591836734694,1.0,19,1225,300,192,50,45.701054,8.468093
BOSCHI S.ANNA,REG,3.8842659014825442,3.0,36,2091,903,467,65,45.217328,11.362302
BRA,REG,0.4945631796025497,0.0,37,2667,189,89,42,44.693556,7.848643
BRACCIANO,REG,2.732484076433121,2.0,72,4082,1260,447,89,42.103667,12.173023
BRESCIA,REG,2.734419638133531,1.0,133,9451,2649,1513,597,45.532315,10.212828
BRESSANA ARGINE,REG,7.875,6.0,7,8,7,5,2,45.072739,9.137038
BRISIGHELLA,REG,4.120830711139082,3.0,23,1589,707,369,82,44.220565,11.769757
BUCCINO S.,REG,2.553956834532374,2.0,14,556,192,111,41,40.600806,15.374199
BUSSOLENO,REG,0.37585802779172944,0.0,108,5973,746,390,122,45.139631,7.144819
BUTTAPIETRA,REG,3.985576923076923,3.0,8,416,152,62,20,45.338787,10.988059
CADEO,REG,2.446700507614213,1.0,7,591,125,85,34,44.967283,9.853181
CALALZO PIEVE CADORE CORTINA,REG,0.6460905349794238,0.0,12,486,44,19,5,46.443829,12.388668
CALATABIANO,REG,3.678117048346056,2.0,26,1572,491,257,68,37.814684,15.226568
CALCERANICA,REG,3.9209702660406887,3.0,17,1278,579,243,26,46.007384,11.240713
CALCIO,REG,19.153846153846153,12.0,10,13,12,11,9,45.532937,9.841342
CALDIERO,REG,4.230021141649049,2.0,42,2365,813,532,268,45.41407,11.169753
CALDONAZZO,REG,2.435054773082942,2.0,17,1278,404,164,19,45.997575,11.264815
CALTIGNAGA,REG,1.7579519006982156,1.0,20,1289,217,75,22,45.519167,8.591602
CALUSO,REG,2.2675663099115866,2.0,36,2149,498,223,74,45.303194,7.902568
CAMPODARSEGO,REG,6.25,5.0,8,8,6,2,1,45.505721,11.900894
CAMPOFELICE,REG,-0.03299492385786802,-1.0,24,1576,96,64,32,37.992615,13.876549
CANCELLO,REG,3.0568161190778724,2.0,91,5509,1635,894,290,40.993063,14.418877
CANEGRATE,REG,5.851197982345523,5.0,88,5551,3711,2131,515,45.569235,8.926593
CAPO BONIFATI,REG,3.26282722513089,2.0,32,1910,607,315,102,39.558342,15.874052
CAPO D`ORLANDO-NASO,REG,1.834375,1.0,45,2880,548,287,93,38.157941,14.744844
CARINI TORRE CIACHEA,REG,10.25,10.0,7,8,8,7,3,38.16149,13.219641
CARNATE USMATE,REG,2.2405449591280653,1.0,130,9175,2358,1405,468,45.653072,9.375089
CARNIA,REG,-0.9760330578512396,-2.0,28,1210,48,29,8,46.373634,13.132847
CARONNO PERTUSELLA,REG,1.2125,1.0,31,2240,246,69,17,,
CAROVIGNO,REG,9.75,7.0,8,8,6,5,3,40.737337,17.683791
CARPIGNANO SESIA,REG,2.9549597855227883,2.0,44,1865,493,178,36,45.528934,8.422898
