stop_name,train_class,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
CASALECCHIO DI RENO,REG,3.2374002280501712,3.0,63,4385,1528,617,83,44.474298,11.276097
CASALECCHIO GARIBALDI,REG,1.1733181299885975,1.0,109,7016,975,362,89,44.482995,11.272474
CASLINO D'ERBA,REG,0.007966011683483803,0.0,27,1883,0,0,0,,
CASSAGO-NIBIONNO-BULCIAGO,REG,3.393909626719057,3.0,38,3054,1108,513,79,45.746243,9.279834
CASSINO,REG,-0.09800144473874307,-1.0,74,4153,450,280,155,41.484306,13.832125
CASTEL MADAMA,REG,2.344741754822651,1.0,23,1607,322,153,51,41.988389,12.864938
CASTEL S.ANGELO,REG,3.4078651685393258,3.0,31,1780,633,274,73,42.379666,13.017612
CASTELFRANCO D'EMILIA,REG,3.220422116527943,1.0,92,6728,2051,1329,525,44.597381,11.056408
CASTELLANETA,REG,1.8514401212733704,1.0,30,1979,175,82,29,,
CASTELLANZA,REG,0.8467899891186071,0.0,85,4595,299,92,25,,
CASTELLO D`ANNONE,REG,2.7892756349952963,2.0,21,1063,288,122,21,44.878742,8.312724
CASTELROSSO,REG,1.9934994582881906,1.0,29,1846,294,106,27,45.201802,7.932162
CASTELVECCHIO PASCOLI,REG,3.582547169811321,3.0,15,848,345,158,17,44.09007,10.455061
CASTIGLIONCELLO,REG,5.6767676767676765,4.0,28,99,56,40,16,43.404619,10.414354
CASTIONE ANDEVENNO,REG,2.8181818181818183,1.0,1,88,12,7,6,46.161659,9.806151
CATANIA CENTRALE,REG,0.19257993653893093,-2.0,80,4097,600,401,231,37.506211,15.099417
CA` DI BOSCHETTI,REG,5.1875,4.0,10,16,9,5,4,44.117925,9.857449
CECCANO,REG,1.0191771269177128,0.0,60,2868,297,163,67,41.573583,13.336417
CERDA,REG,2.278409090909091,2.0,19,1232,186,93,45,37.953964,13.78447
CEREA,REG,2.893491124260355,2.0,23,1352,300,120,43,45.196556,11.213921
CERVIGNANO A.G.,REG,0.9409029257895757,0.0,72,5161,646,329,134,45.823948,13.342866
CESENATICO,REG,3.249585131098573,1.0,54,3013,773,483,237,44.20065,12.391186
CHAMBAVE,REG,-1.0,-1.0,1,1,0,0,0,45.744163,7.557301
CHIERI,REG,1.8862310385064178,1.0,27,1714,227,79,19,45.007008,7.827077
CHIEUTI SERRACAPRIOLA,REG,3.023140495867769,2.0,8,605,241,119,24,41.921962,15.156645
CHIGNOLO PO,REG,4.062227074235808,3.0,22,1832,821,484,102,45.160942,9.494196
CHIURO,REG,2.291021671826625,1.0,5,323,60,37,15,46.164658,9.992317
CHIVASSO,REG,1.5429362880886426,1.0,179,10108,1766,812,296,45.193637,7.889666
CISANO CAPRINO BERGAMASCO,REG,2.8110831234256928,2.0,35,2779,738,383,99,45.739606,9.474261
CISTERNA DI LATINA,REG,1.8700137551581844,1.0,85,4362,823,450,150,41.586511,12.827538
COCCAGLIO,REG,2.2678888231815493,1.0,41,3382,838,464,103,45.560971,9.977648
COCULLO,REG,0.9753521126760564,-1.0,10,284,47,35,18,42.040723,13.776636
CODIGORO,REG,4.184265010351967,3.0,9,483,233,90,15,,
CODOGNO,REG,4.217618219199747,2.0,87,6323,2289,1468,564,45.154897,9.701376
CODROIPO,REG,2.0726837060702876,1.0,78,5008,892,456,142,45.9657,12.976543
COLLARMELE,REG,2.1846689895470384,1.0,10,287,58,34,12,,
COLLEFERRO-SEGNI-PALIANO,REG,0.8419441944194419,0.0,100,5555,644,321,114,41.740062,13.00299
COLLEGNO,REG,1.1207768891790435,0.0,110,6127,878,453,124,45.078854,7.574131
COLORNO,REG,3.8642121931908155,2.0,32,2526,947,631,204,44.927943,10.382935
COMISO,REG,3.05456570155902,2.0,15,898,302,182,73,36.947184,14.60037
COMPRE S.VINCENZO,REG,1.5,0.0,5,6,1,1,0,,
CORBEZZI,REG,1.3583415597235933,1.0,12,1013,74,19,12,43.993948,10.919676
CORIGLIANO CALABRO,REG,3.6171821305841925,2.0,21,1455,574,351,114,39.628223,16.514949
COSENZA,REG,1.3769441903019213,0.0,33,2186,305,179,85,39.318386,16.260955
COTIGNOLA,REG,4.304635761589404,3.0,3,151,63,21,10,44.387077,11.938037
CRESCENTINO,REG,3.4586709886547813,3.0,29,1851,654,333,93,45.194302,8.107175
CROCICCHIE,REG,10.68421052631579,4.0,13,19,10,8,5,42.0559,12.238888
CROPANI,REG,2.7446264073694984,2.0,29,1954,531,224,54,38.921968,16.813562
CUSANO,REG,5.0,1.0,6,6,2,2,2,45.945427,12.757485
DEIVA MARINA,REG,2.5726945444475215,1.0,62,3611,997,632,194,44.217306,9.519022
DESIO,REG,3.627037501424826,2.0,170,8773,3051,1715,527,45.620112,9.218495
DIAMANTE BUONVICINO,REG,3.827190043082815,2.0,34,2089,811,513,187,39.67701,15.824278
DIANO,REG,8.594594594594595,8.0,23,37,31,29,13,,
DICOMANO,REG,4.080651268458917,3.0,45,2641,1173,607,102,43.893489,11.519148
DORIO,REG,4.237986270022883,3.0,28,2185,930,557,170,46.102756,9.319063
DORMELLETTO,REG,3.5705353653771006,2.0,49,2559,945,627,183,45.7233,8.581906
DOSSOBUONO,REG,3.9537080774681153,3.0,30,2117,854,403,86,45.392382,10.914831
EMPOLI,REG,0.6790690668072606,0.0,209,13277,1877,995,332,43.715708,10.94915
ENAS,REG,1.0,1.0,1,1,0,0,0,40.85706,9.431095
ENNA,REG,3.062319676860935,1.0,37,1733,481,315,137,37.581134,14.289579
EQUI TERME,REG,3.2400932400932403,2.0,28,1716,510,222,34,44.170282,10.153624
FERNO LONATE POZZOLO,REG,0.7887466307277629,1.0,39,2968,117,44,24,,
FERRUZZANO,REG,2.887654320987654,1.0,12,810,222,134,54,38.016304,16.134486
FIRENZE CASTELLO,REG,1.2297447280799112,1.0,87,5406,780,408,110,43.819444,11.21838
FIRENZE S.M.N.,REG,0.43818506245220495,-1.0,254,15692,1980,1024,450,43.776893,11.247373
FIRENZE STATUTO,REG,2.886824324324324,2.0,38,2368,834,483,115,43.787273,11.249738
FISCIANO,REG,1.7272167487684729,1.0,32,1624,310,152,44,40.759095,14.77486
FIUMICINO AEROPORTO,REG,0.4835491606714628,1.0,155,10425,1027,332,83,41.793673,12.251728
FIVIZZANO ROMETTA - SOLIERA,REG,3.400348634514817,2.0,28,1721,510,235,39,44.201526,10.05953
FOGGIA,REG,0.29398663697104677,0.0,52,2694,443,209,105,41.466,15.555816
FONTANAROSA,REG,2.4010840108401084,1.0,19,1107,228,159,71,,
FONTANIVA,REG,1.0,1.0,1,1,0,0,0,45.634723,11.749038
FORLI`,REG,2.1923228346456693,0.0,72,5080,1217,824,367,44.22413,12.054871
FORNACI DI BARGA,REG,2.435838680109991,2.0,35,2182,684,339,44,44.045253,10.473173
FOSSALTA DI PIAVE,REG,9.3,9.0,22,30,30,26,12,45.624215,12.500393
FRASCATI,REG,-1.7714508580343213,-2.0,18,1282,36,20,4,41.806881,12.677962
FRATTAMAGGIORE,REG,13.1,9.0,17,20,17,14,10,40.940018,14.263676
GALLIERA,REG,4.961029411764706,3.0,43,2720,1297,800,246,44.737738,11.441551
GAMBOLO`REMONDO`,REG,4.454081632653061,3.0,25,1960,791,342,97,45.23587,8.79757
GARLASCO,REG,2.0152361604875573,1.0,25,1969,455,216,62,45.198948,8.926829
GAVORRANO,REG,2.3149405772495757,1.0,19,1178,287,178,61,42.947959,10.9338
GENOVA BRIGNOLE,REG,1.3372987605071947,1.0,235,14038,2660,1503,496,44.407213,8.947553
GENOVA CORNIGLIANO,REG,10.305555555555555,9.0,29,36,31,28,12,44.414752,8.865035
GENOVA P.PRINCIPE,REG,2.162473656480506,1.0,235,15184,3262,1715,507,44.417784,8.9207
GENOVA PONTEDECIMO,REG,0.45079446437724247,-1.0,56,3902,358,163,33,44.494189,8.905642
GENOVA SESTRI PONENTE,REG,1.2882341723874904,1.0,185,10488,1322,696,256,44.422374,8.847707
GENOVA VOLTRI,REG,0.3257305773342837,-1.0,153,8418,1008,592,220,44.428467,8.758163
GHIVIZZANO - COREGLIA,REG,4.116024726581075,3.0,34,2103,989,530,81,44.027583,10.510183
GIAROLE,REG,2.296470588235294,2.0,27,1700,371,186,44,45.056125,8.5609
GIOJOSA MAREA,REG,1.247498683517641,1.0,30,1899,310,170,47,38.175149,14.894794
GODO,REG,5.869032663316583,4.0,40,3184,1935,1203,356,44.389322,12.071256
GOLFO ARANCI,REG,-1.6556962025316455,-2.0,6,395,3,3,1,40.997261,9.62471
GORGO AL MONTICANO,REG,2.08072590738423,1.0,23,1598,242,93,27,45.784444,12.553737
GRANAIOLO,REG,3.595680345572354,3.0,34,2315,1153,558,76,43.652244,10.945223
GRICIGNANO,REG,1.7633525061626951,1.0,36,2434,388,216,91,40.998742,14.241657
GRISIGNANO DI ZOCCO,REG,2.459466527196653,2.0,69,3824,918,451,119,45.48638,11.710762
GRISOLIA S.MARIA,REG,14.0,14.0,1,1,1,1,1,39.739731,15.821072
GROPELLO CAIROLI,REG,4.817857142857143,4.0,25,1960,1269,495,99,45.173101,8.991626
GROSSETO,REG,0.4406986190089358,-1.0,38,2462,395,232,105,42.76728,11.1065
GROTTAGLIE,REG,1.9463253509496283,0.0,16,1211,297,170,55,40.528989,17.424503
GRUGLIASCO,REG,3.55,2.0,19,20,9,5,2,,
GRUMO APPULA,REG,1.9987505206164098,1.0,36,2401,219,80,31,41.01199,16.718777
GUALDO TADINO,REG,2.9965108164689465,1.0,22,1433,395,245,97,43.233475,12.7672
GUIDONIA-MONTECELIO-S.ANGELO,REG,2.37519658503707,2.0,68,4451,1084,398,98,41.993405,12.725681
HONE BARD,REG,2.300355149670218,2.0,59,1971,528,270,61,45.613918,7.741345
IGEA MARINA,REG,1.936046511627907,0.0,53,2924,456,323,184,44.131972,12.481636
IL CIONFO BIN. LE CURE,REG,1.6686131386861314,1.0,10,685,85,27,5,43.786182,11.268501
IL NETO,REG,12.75,5.0,4,4,3,2,1,43.839624,11.182656
IMPERIA,REG,2.8428908091123333,2.0,59,3819,1170,662,183,43.88051,8.019182
INDUNO OLONA,REG,3.152239233080555,2.0,137,6989,1846,846,226,45.846432,8.838357
ISOLA DELLA SCALA,REG,5.168993740972557,4.0,32,2077,1058,663,255,45.269474,11.013312
ISOLA DELLE FEMMINE,REG,0.532459226095299,0.0,71,3127,163,38,11,38.194784,13.250188
ISOLA LIRI,REG,1.5,0.0,8,12,2,1,0,41.681712,13.581088
ITRI,REG,2.062222222222222,1.0,45,2475,590,345,106,41.271328,13.545549
LA RUSTICA UIR,REG,0.9250111259457053,0.0,69,4494,487,230,69,,
LAMBRINIA,REG,5.047645125958379,4.0,22,1826,986,598,127,45.164376,9.527436
LAMEZIA TERME NICASTRO,REG,1.7414259927797835,1.0,38,2216,399,164,26,38.966779,16.320043
LAMEZIA TERME SAMBIASE,REG,3.4390794223826715,2.0,38,2216,638,333,51,38.959927,16.284962
LANUVIO,REG,1.5071448585037825,1.0,80,3569,530,283,103,41.672211,12.690885
LATERINA,REG,3.239644970414201,2.0,57,3380,973,549,171,43.496458,11.660573
LATINA,REG,1.2377938517179023,0.0,105,5530,1084,657,254,41.538372,12.945888
LATISANA LIGNANO B.,REG,1.392503748125937,1.0,44,3335,416,227,106,45.777733,13.001101
LECCE,REG,0.13585351447135263,-1.0,37,1693,221,130,60,40.34566,18.165724
LECCO MAGGIANICO,REG,2.0230520099066487,1.0,69,5249,1188,640,208,45.831179,9.411691
LENTINI,REG,2.061182868796737,1.0,28,1471,363,236,113,37.300916,14.99758
LESA,REG,5.5495836487509465,3.0,32,1321,641,438,210,45.833042,8.566471
LIDO DI CLASSE-LIDO DI SAVIO,REG,3.41268758526603,1.0,53,2932,798,536,242,44.314546,12.292722
LIMONE,REG,-2.2245657568238215,-3.0,20,806,27,20,10,44.203799,7.577912
LISSONE-MUGGIO`,REG,3.1586024594874154,2.0,169,8701,2576,1381,458,45.60592,9.235368
LOANO,REG,3.4748305905130685,2.0,69,4132,1488,909,264,44.122429,8.254523
LOCRI,REG,3.0499788225328253,2.0,38,2361,759,454,134,38.233154,16.264787
LODI,REG,2.6242763594951124,1.0,171,10537,3041,1776,678,45.308966,9.497585
LONATO,REG,3.213636363636364,2.0,4,220,61,37,15,45.457204,10.486714
LUZZARA,REG,0.05372217958557176,0.0,24,1303,67,31,16,,
MACERATA,REG,1.1130434782608696,0.0,40,1955,322,151,60,43.293094,13.455172
MACERATA FONTESCODELLA,REG,17.5,0.0,2,2,1,1,1,43.291569,13.44048
MADDALONI SUPERIORE,REG,17.75,8.0,2,4,4,4,2,41.048567,14.396055
MADIGNANO,REG,5.9982412944073165,4.0,42,2843,1553,975,373,45.34383,9.730179
MAGLIANA,REG,2.384358358567401,2.0,157,9577,2193,754,134,41.834235,12.431017
MANDELLO DEL LARIO,REG,4.161956034096007,2.0,79,4458,1521,950,386,45.915208,9.322061
MANZANO,REG,1.785909090909091,1.0,47,2200,292,147,46,45.98811,13.375016
MARAUSA,REG,0.7688564476885644,0.0,19,1233,125,61,27,37.92647,12.504113
MARCIANISE,REG,23.0,16.0,4,4,4,4,3,41.03596,14.287658
MARCONI,REG,15.2,8.0,5,5,3,3,2,,
MARECHIARO,REG,0.5482825664290344,0.0,55,3086,234,127,59,41.470762,12.6123
MARIANO COMENSE,REG,0.0035671819262782403,0.0,50,3364,0,0,0,45.693622,9.18147
MARTINSICURO,REG,4.0,4.0,1,1,1,0,0,,
MARZABOTTO,REG,2.206896551724138,2.0,56,3973,767,230,55,44.341237,11.207351
MARZOCCA,REG,9.555555555555555,7.0,6,9,9,7,2,43.677362,13.287922
MASCALI,REG,13.818181818181818,8.0,9,11,9,8,4,37.765403,15.1942
MASI TORELLO,REG,0.5985626283367557,0.0,18,974,91,42,19,,
MASSALOMBARDA,REG,4.456666666666667,3.0,4,300,137,79,36,44.448948,11.828068
MATELICA,REG,2.936731107205624,2.0,37,1707,566,267,58,43.25394,13.01509
MEDE,REG,4.995796111403048,4.0,28,1903,1085,598,106,45.095009,8.742594
MEDESANO,REG,4.908536585365853,3.0,3,164,65,42,16,44.749265,10.140335
MERANO,REG,2.154852780806979,1.0,26,1834,429,179,52,46.673066,11.148978
MERCATO SAN SEVERINO,REG,1.1672597864768683,1.0,21,843,151,64,21,40.783095,14.759749
MILANO CERTOSA,REG,3.298972800925926,2.0,246,13824,4673,2412,619,45.507019,9.133863
MILANO LAMBRATE,REG,3.232583855510505,2.0,407,27130,8134,4760,1823,45.484933,9.237333
MILANO NORD DOMODOSSOLA,REG,0.0016475670925932707,0.0,428,27313,0,0,0,,
MILANO REPUBBLICA,REG,4.294663058426867,3.0,385,22541,9621,5403,1656,,
MILANO ROGOREDO,REG,2.2147890175751193,1.0,401,24694,6559,3870,1345,45.433866,9.2391
MINUCCIANO - PIEVE - CASOLA,REG,1.1006963042313873,1.0,30,1867,303,133,25,44.194385,10.193837
MIRADOLO TERME,REG,5.3902838427947595,4.0,22,1832,1087,680,143,45.162007,9.449952
MODENA,REG,1.6509260157083292,0.0,147,10313,2230,1378,584,44.654461,10.930373
MOLFETTA,REG,2.757133897773597,1.0,124,6378,1725,1058,372,41.196008,16.596793
MOLTENO,REG,2.5814069102659705,2.0,51,4023,1155,573,127,45.780939,9.301683
MOMBALDONE ROCCAVERANO,REG,4.222300635144672,4.0,23,1417,739,389,57,44.569891,8.332781
MONCALIERI SANGONE,REG,3.9318053197509903,3.0,46,3534,1627,873,116,45.000393,7.667991
MONOPOLI,REG,2.397541621285203,1.0,126,6427,1387,731,253,40.952017,17.292455
MONTAGNANA,REG,2.4921241050119334,2.0,36,2095,569,206,48,45.228238,11.459873
MONTANARO,REG,2.0458333333333334,2.0,43,2160,443,181,68,45.232674,7.858331
MONTE S.BIAGIO,REG,2.4809251311397236,1.0,83,4194,1034,596,215,41.345967,13.347037
MONTECAROTTO CASTELBELLINO,REG,0.0,0.0,1,1,0,0,0,43.500005,13.1481
MONTECATINI TERME,REG,2.779958913490071,2.0,98,4381,1447,856,264,43.879327,10.780588
MONTECHIARO DENICE,REG,3.7918136908962596,3.0,23,1417,631,335,55,44.600827,8.352185
MONTEMAGGIORE,REG,2.8409495548961425,2.0,26,1685,454,242,89,37.859037,13.693193
MONTEMARCIANO,REG,3.9823100936524454,2.0,29,1922,701,511,187,43.651397,13.346478
MONTENERO PETACCIATO,REG,1.7079037800687284,1.0,20,1455,221,119,34,42.033286,14.851015
MONTEPAONE - MONTAURO,REG,1.7828418230563003,1.0,6,373,89,40,8,38.728548,16.541944
MONZUNO,REG,1.775667846797554,1.0,52,3107,500,227,70,44.322277,11.262082
MORANO SUL PO,REG,2.0599352051835855,1.0,29,1852,445,246,55,45.170793,8.366168
MORENGO BARIANO,REG,18.833333333333332,11.0,11,18,17,15,10,45.521639,9.703114
MORI,REG,10.722222222222221,9.0,14,18,18,14,9,45.861216,11.002648
MORNAGO CIMBRO,REG,2.1037735849056602,1.0,32,2226,472,309,103,45.729742,8.734193
MOSCIANO S. ANGELO,REG,5.7815186246418335,7.0,42,2792,1487,1434,697,42.710309,13.908563
MUSSOTTO,REG,0.8241758241758241,0.0,34,2366,141,79,31,44.713227,8.015194
NICOTERA,REG,1.9399624765478425,1.0,18,1066,205,85,28,38.549328,15.933749
NOCERA INFERIORE MERCATO,REG,3.2,3.0,3,5,2,1,0,40.745668,14.649129
NOGARA,REG,2.749416569428238,2.0,55,3428,1072,637,240,45.179937,11.070572
NONE,REG,4.365335598980459,4.0,46,3531,2000,1187,102,44.938011,7.540068
NOVATE MILANESE,REG,3.0616621983914207,3.0,31,2238,738,292,32,,
NUOVO SALARIO,REG,1.57303712720633,2.0,167,9858,1162,467,132,41.956195,12.510317
NUS,REG,2.737464068987544,2.0,82,3131,801,362,105,45.738786,7.4712
OFFIDA CASTEL DI LAMA,REG,1.4673433362753752,1.0,49,2266,343,151,53,42.862074,13.720285
OLCIO,REG,3.979990471653168,2.0,27,2099,786,450,146,45.938011,9.313898
OLEGGIO,REG,2.691619202603743,2.0,28,1229,300,92,24,45.598029,8.632586
OMEGNA,REG,1.6399655469422911,1.0,18,1161,217,118,27,45.87179,8.413291
ORA,REG,8.406593406593407,8.0,43,91,80,64,26,46.36092,11.296781
ORICOLA-PERETO,REG,2.38,1.0,15,1000,164,79,35,42.067835,13.044214
ORIO LITTA,REG,4.832420591456736,4.0,22,1826,943,542,121,45.166778,9.550592
ORISTANO,REG,0.2947630922693267,-1.0,43,2005,280,172,91,39.902033,8.603974
ORSAGO,REG,3.6666666666666665,5.0,3,3,2,1,0,45.928068,12.434259
OSIMO CASTELFIDARDO,REG,19.5,6.0,1,2,2,2,1,43.497033,13.547263
OSTIA PARMENSE,REG,2.963692038495188,2.0,31,2286,746,485,133,44.520136,9.844981
OULX CESANA CLAVIERE SESTRIERE,REG,1.5215591583304588,1.0,67,2899,369,214,80,45.038789,6.831432
OZIERI CHILIVANI,REG,0.23361522198731502,-1.0,42,1892,213,121,59,40.609496,8.933744
PABILLONIS,REG,12.666666666666666,15.0,2,3,3,3,2,39.610878,8.741013
PAESE,REG,9.833333333333334,3.0,6,6,3,3,2,45.669207,12.161677
PAESE CASTAGNOLE,REG,3.023406374501992,2.0,55,2008,459,121,25,45.691182,12.182619
PALAZZO REALE-ORLEANS,REG,-0.3210500570683189,-1.0,116,6133,143,56,25,38.10878,13.353962
PALAZZOLO VERCELLESE,REG,3.6606948968512487,3.0,29,1842,676,319,89,45.189004,8.232787
PALLANZENO,REG,2.9076305220883536,2.0,16,996,232,109,31,46.043533,8.260645
PALMANOVA,REG,1.7538461538461538,1.0,28,1820,311,130,35,45.906862,13.296461
PARGHELIA,REG,4.01782363977486,3.0,18,1066,492,211,38,38.683341,15.925042
PARONA LOMELLINA,REG,2.974451541238545,2.0,55,3601,1163,664,197,45.280107,8.780315
PARTINICO,REG,3.327058823529412,2.0,16,850,228,114,60,38.05857,13.108956
PAULILATINO,REG,-0.7570093457943925,-1.0,10,428,25,19,12,40.077373,8.775812
PAVONA,REG,3.2471169686985175,2.0,83,3642,1155,587,146,41.723897,12.61116
PERGINE,REG,1.4311424100156493,1.0,17,1278,248,96,14,46.062482,11.232637
PERUGIA,REG,1.7763256161314414,1.0,43,2678,709,348,100,43.103808,12.375567
PESARO,REG,2.87682894386805,1.0,55,3759,1032,629,230,43.906014,12.904848
PESCARA,REG,0.8935602953240361,0.0,77,4876,785,327,128,42.467789,14.205066
PESCHIERA DEL GARDA,REG,4.0687952600395,3.0,44,3038,1213,743,266,45.438502,10.702509
PIANO D`ORTA BOLOGNANO,REG,4.700361010830325,4.0,10,554,381,121,9,42.254455,13.951514
PIANO ORIZZONTALE DEI GIOVI,REG,6.0,7.0,10,11,6,6,3,44.530912,8.9192
PIANORO,REG,0.626831370295892,-1.0,68,3481,343,194,62,44.380589,11.340675
PIAZZA CAVOUR,REG,11.0,11.0,1,1,1,1,1,40.855248,14.255175
PIEDIMULERA,REG,2.8840846366145354,1.0,17,1087,237,112,35,46.024348,8.261237
PIETRARSA,REG,7.8,0.0,5,5,2,2,2,40.822433,14.32058
PIEVE ALBIGNOLA,REG,5.851130983692793,5.0,28,1901,1301,677,140,45.116248,8.959723
PIEVE EMANUELE,REG,6.5625,7.0,13,16,13,12,3,,
PIEVE SALICETO,REG,4.0,4.0,1,1,1,0,0,,
PISCINA DI PINEROLO,REG,2.4430882770366167,1.0,46,3523,1223,779,241,44.921744,7.425482
PISTICCI,REG,2.8877952755905514,2.0,6,508,153,88,37,40.420848,16.552181
POGGIO - CAREGGINE - VAGLI,REG,3.4262717321313585,3.0,26,1553,549,264,34,44.148541,10.350626
POGGIO IMPERIALE,REG,17.0,17.0,1,1,1,1,1,41.805561,15.35707
POLICASTRO BUSSENTINO,REG,3.150462962962963,1.0,40,2592,668,428,161,40.076482,15.528438
POLIGNANO A MARE,REG,2.5768065772392905,2.0,97,4622,1047,558,200,40.990926,17.218676
PONTE CASALDUNI,REG,3.1798616448885473,1.0,24,1301,439,330,127,41.214169,14.696458
PONTE D`ADDA,REG,5.624543795620438,3.0,30,2192,1088,712,277,45.184352,9.790737
PONTE NELLE ALPI POLPET,REG,0.3714470284237726,0.0,58,3096,160,76,33,46.182328,12.277604
PONTELAMBRO - CASTELMARTE,REG,0.009375,0.0,32,2240,0,0,0,,
PONTICINO,REG,3.442191283292978,3.0,56,3304,1199,563,156,43.481446,11.71657
PONTIDA,REG,4.152070355441554,3.0,32,2729,1118,579,118,45.730084,9.511632
PORTO CERESIO,REG,3.039438502673797,2.0,33,1496,432,254,108,45.903675,8.900357
PORTOGRUARO CAORLE,REG,1.5469891251420225,1.0,86,6161,840,369,145,45.781438,12.832375
PORTOMAGGIORE,REG,1.9686021505376343,1.0,36,2325,421,173,68,44.696699,11.799785
POTENZA SUPERIORE,REG,0.8447681103871215,0.0,38,2609,227,125,54,40.64586,15.800966
PRAJA AJETA TORTORA,REG,3.2294061302681993,1.0,34,2088,617,414,153,39.900832,15.780628
PRASCO CREMOLINO,REG,2.702188940092166,2.0,23,1736,376,203,70,44.648906,8.55001
PRATO BORGONUOVO,REG,40.2,14.0,5,5,5,4,4,43.893216,11.076222
PRATO PORTA AL SERRAGLIO,REG,8.0,11.0,5,5,4,3,3,43.884637,11.097385
PREGANZIOL,REG,11.4375,9.0,15,16,14,11,8,45.60367,12.23138
QUARTO DI MARANO,REG,0.7619047619047619,1.0,32,798,42,24,10,40.871086,14.122801
QUERO VAS,REG,2.4886274509803923,2.0,27,1275,192,72,18,45.939306,11.920189
RASTIGNANO,REG,1.926984126984127,1.0,72,3465,494,241,71,44.443592,11.357617
REGGIO DI CALABRIA BOCALE,REG,4.0,4.0,1,1,1,0,0,,
REGGIO DI CALABRIA OMECA,REG,3.272727272727273,1.0,8,11,2,2,1,,
REGGIO EMILIA,REG,3.155801749271137,2.0,132,8575,2714,1691,593,44.697793,10.643093
RHO,REG,3.496890396575398,3.0,207,12381,4595,2436,565,45.523813,9.043563
RHO FIERA MILANO,REG,3.218270974122301,2.0,382,24268,8716,4502,1098,,
RICADI,REG,2.404315196998124,1.0,18,1066,260,120,31,38.630676,15.839848
RIGNANO SULL`ARNO REGGELLO,REG,2.0863905325443786,1.0,84,5070,1237,649,173,43.720834,11.452383
RIMINI MIRAMARE,REG,2.0,2.0,1,1,0,0,0,44.030388,12.618105
RIPAFRATTA,REG,2.630481156672197,2.0,74,4219,1011,484,110,43.821711,10.415733
ROBBIO,REG,3.3371169125993188,3.0,22,1762,658,218,68,45.293542,8.597051
ROCCA DI FONDI,REG,1.6635773864689527,1.0,19,1079,167,72,27,42.39799,13.095825
ROCCALUMERA MANDANICI,REG,2.8097826086956523,1.0,35,2024,588,356,104,37.972946,15.391411
ROCCHETTA CAIRO,REG,2.821579689703808,2.0,23,1418,202,77,39,44.427477,8.295356
ROCCHETTA TANARO CERRO,REG,1.6086547507055504,1.0,21,1063,156,61,20,44.875574,8.351402
ROMA AURELIA,REG,1.1973003374578177,1.0,67,4445,595,260,79,41.88344,12.395271
ROMA S.PIETRO,REG,0.7921875868200255,0.0,287,17997,2001,821,267,41.896143,12.454497
ROMAGNANO V.,REG,4.0979020979020975,3.0,2,143,57,37,15,40.610041,15.447651
RONCO SCR.,REG,1.8191707393977614,1.0,86,6343,1365,857,297,44.614537,8.949421
ROSETO DEGLI ABRUZZI,REG,2.712586941889163,2.0,72,4457,1323,739,158,42.677852,14.01535
ROSIGNANO,REG,2.482468849608809,1.0,62,3451,863,527,188,43.387899,10.438041
ROVASENDA,REG,2.18576017130621,1.0,44,1868,315,156,33,45.537291,8.317376
ROVERETO,REG,3.47117840204305,2.0,84,5482,2033,1240,399,45.890985,11.033518
RUFINA,REG,2.7257942511346447,2.0,45,2644,906,464,85,43.822236,11.485072
S. AMBROGIO,REG,2.3070097604259097,1.0,46,3381,552,272,71,45.101161,7.360933
S. DAMIANO D`ASTI,REG,0.6931862938164631,0.0,31,2539,296,131,19,44.878914,8.125956
S. EUROSIA,REG,2.079408330089529,1.0,64,2569,305,162,69,41.675927,12.755105
S. GIULIANO PIACENTINO,REG,3.796577946768061,3.0,17,1052,383,167,49,45.070627,9.985919
S. PAOLO SOLBRITO,REG,1.858486867894943,1.0,31,2551,404,198,25,44.951753,7.975779
S. STEFANO DI MAGRA,REG,2.319745591211333,1.0,55,3459,820,421,154,44.156857,9.915202
S.AGAPITO LONGANO,REG,-0.5,-1.0,1,2,0,0,0,,
S.ANDREA DELL`JONIO,REG,11.0,11.0,1,1,1,1,1,38.620097,16.553449
S.CANDIDO,REG,1.78125,1.0,5,320,16,6,3,46.732728,12.271917
S.CATERINA DELL`JONIO,REG,3.620347394540943,3.0,8,403,196,158,29,38.530452,16.571093
S.CRISTOFORO AL LAGO-ISCHIA,REG,3.88566953797964,3.0,17,1277,558,274,27,46.039743,11.23375
S.DONATO MILANESE,REG,5.666666666666667,6.0,3,3,2,2,0,,
S.ILARIO,REG,3.1504900411002215,2.0,45,3163,935,534,196,44.765795,10.450469
S.MARIA LA BRUNA,REG,0.8888888888888888,0.0,4,90,6,3,3,40.755435,14.407647
S.MARTINO BUON ALBERGO,REG,10.0,5.0,2,2,2,1,1,45.421559,11.089155
S.MARTINO IN GATTARA,REG,5.149220489977728,4.0,20,1347,841,476,76,44.113211,11.667077
S.PATRIZIO,REG,5.741610738255034,5.0,4,298,173,122,40,,
S.ROMANO MONTOPOLI S.CROCE,REG,2.6175516822051073,2.0,84,4934,1249,667,175,43.690575,10.760152
S.SEVERINO MARCHE,REG,3.2871345029239767,3.0,37,1710,689,339,67,43.22996,13.183491
SAIRANO ZINASCO,REG,5.870594423987375,5.0,28,1901,1301,677,140,45.133795,9.030153
