stop_name,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
ABBIATEGRASSO,Sun,2.3852459016393444,1.0,33,366,66,37,19,45.400631,8.921305
ACQUANEGRA CREMONESE,Sun,3.054054054054054,2.0,4,37,13,8,1,45.172102,9.888456
ACQUEDOLCI-S.FRATELLO,Sun,0.36923076923076925,0.0,5,65,5,3,0,38.058459,14.587597
ACQUI TERME,Sun,2.0412371134020617,1.0,16,194,32,15,5,44.67407,8.474482
AFRICO NUOVO,Sun,1.72,1.0,2,25,3,2,1,38.053759,16.144283
AIRUNO,Sun,2.1372549019607843,1.0,37,357,50,28,9,45.754086,9.422066
ALANO FENER VALDOBBIADENE,Sun,0.7039473684210527,0.0,20,152,20,6,2,45.90229,11.944546
ALBACINA,Sun,2.0384615384615383,2.0,16,182,37,20,6,43.345686,12.986501
ALBIZZATE SOLBIATE ARNO,Sun,0.8110687022900763,-1.0,69,524,97,47,11,45.724117,8.80621
ALCANTARA,Sun,-0.14935064935064934,-1.0,15,154,12,6,4,37.82145,15.251158
ALI` TERME,Sun,0.1921182266009852,0.0,18,203,17,9,5,38.013952,15.435184
ALTAVILLA M.,Sun,-0.13043478260869565,0.0,17,207,5,1,1,38.048392,13.554421
AMOROSI MELIZZANO,Sun,3.6153846153846154,1.0,5,52,20,17,5,41.173509,14.470759
ANCONETTA,Sun,0.8646288209606987,3.0,18,229,99,13,7,45.565249,11.567865
ANGUILLARA,Sun,2.631782945736434,2.0,46,516,148,43,6,42.068133,12.304978
ANTRODOCO CENTRO,Sun,6.293103448275862,5.0,9,116,62,56,22,42.409844,13.07096
ANZIO,Sun,1.735408560311284,2.0,20,257,28,9,3,41.4532,12.633205
ANZIO COLONIA,Sun,1.6285714285714286,1.0,19,245,16,6,2,41.459893,12.617442
APPIANO,Sun,1.9771505376344085,1.0,67,744,108,44,8,41.909342,12.43838
ARBIA,Sun,2.9084967320261437,2.0,14,153,55,20,7,43.294393,11.406225
ARCORE,Sun,1.2531824611032532,0.0,73,707,105,41,11,45.623493,9.322798
AREZZO,Sun,2.2513966480446927,1.0,68,716,200,118,58,43.461725,11.874189
ARGENTA,Sun,0.9423076923076923,1.0,18,208,19,3,1,44.616867,11.841267
ARPINO,Sun,2.588235294117647,2.0,2,17,4,2,1,41.648296,13.59959
ASCEA,Sun,4.3686868686868685,2.0,34,396,151,103,38,40.140955,15.172626
ASCIANO MONTE OLIVETO MAGGIORE,Sun,3.46875,3.0,14,160,61,16,5,43.231706,11.563621
ASCOLI SATRIANO,Sun,0.8333333333333334,1.0,8,102,18,10,5,41.219859,15.547828
ASOLA,Sun,5.683333333333334,4.0,15,180,101,60,15,45.220454,10.402313
ASSEMINI,Sun,0.25,-1.0,53,528,30,17,7,39.287603,8.997936
AVIGLIANO LUCANIA,Sun,0.4605809128630705,0.0,19,241,18,14,5,40.714667,15.785619
BAGNOLI AGNANO TERME,Sun,-0.33069082672706684,-1.0,156,883,43,23,12,40.819444,14.166694
BALESTRATE,Sun,3.57,2.0,8,100,34,18,5,38.053364,13.007374
BARBIANO,Sun,1.8636363636363635,1.0,3,22,1,1,1,44.387263,11.878086
BARGA GALLICANO,Sun,3.161676646706587,2.0,13,167,45,18,4,44.068114,10.451938
BARI S. SPIRITO,Sun,2.5703703703703704,1.0,22,270,52,35,19,41.159653,16.746324
BARI ZONA INDUSTRIALE,Sun,0.7868217054263565,-1.0,20,258,31,22,10,,
BARONISSI,Sun,2.3230769230769233,1.0,12,130,30,17,4,40.743779,14.77224
BASTIA,Sun,2.8629441624365484,2.0,18,197,64,27,8,43.07133,12.547735
BATTIPAGLIA,Sun,2.9940029985007497,1.0,57,667,189,122,64,40.605789,14.98324
BAVENO,Sun,3.015873015873016,1.0,31,189,56,26,10,45.909105,8.502121
BEAULARD,Sun,2.7370689655172415,1.0,20,232,47,23,9,45.046495,6.759713
BELGIRATE,Sun,4.220430107526882,2.0,31,186,81,48,23,45.843337,8.570821
BELLA MURO,Sun,3.9224806201550386,2.0,12,129,52,36,11,40.700914,15.542936
BELLANTE RIPATTONE,Sun,5.605263157894737,5.0,3,38,33,19,0,42.705775,13.837978
BELLAVISTA,Sun,-8.0,-8.0,1,1,0,0,0,40.517077,17.176892
BERCETO,Sun,1.439344262295082,1.0,41,305,56,36,9,44.555912,9.931759
BERGAMO,Sun,1.3727530747398298,1.0,92,1057,216,103,26,45.690271,9.675082
BOLLATE NORD,Sun,0.40061162079510704,0.0,85,981,42,15,1,,
BOLOGNA C.LE/AV,Sun,2.5606531881804044,0.0,119,1286,349,254,128,44.50626,11.342267
BONASSOLA,Sun,17.25,13.0,4,4,4,4,3,44.184867,9.582673
BONORVA,Sun,3.924731182795699,2.0,8,93,33,17,6,40.417763,8.760707
BORGO S.L.RIMORELLI,Sun,6.408,6.0,12,125,118,68,8,43.953279,11.400076
BORGO VALSUGANA CENTRO,Sun,2.4166666666666665,2.0,6,72,12,6,1,46.051182,11.453967
BORGO VERCELLI,Sun,0.25903614457831325,0.0,13,166,11,6,2,45.359252,8.461474
BORGOCHIESANUOVA,Sun,2.243119266055046,1.0,18,218,37,26,14,,
BORGOLOMBARDO,Sun,-0.44285714285714284,-1.0,81,560,40,23,7,45.403856,9.27111
BOZZOLO,Sun,4.129411764705883,2.0,22,255,90,57,21,45.107246,10.472655
BRACCIANO,Sun,2.042372881355932,2.0,32,354,84,25,5,42.103667,12.173023
BRANCALEONE,Sun,2.646766169154229,1.0,16,201,60,31,10,37.965475,16.103301
BRANDIZZO,Sun,1.1116504854368932,1.0,16,206,10,6,2,45.178915,7.841218
BRESCIA,Sun,2.5708582834331337,1.0,139,1503,349,203,88,45.532315,10.212828
BRESSANA BOTTARONE,Sun,3.430167597765363,1.0,15,179,39,22,11,45.086298,9.110602
BRIATICO,Sun,4.16,3.0,7,75,20,10,4,38.725447,16.025765
BUONCONVENTO,Sun,1.7413793103448276,2.0,6,58,10,2,0,43.135503,11.483773
BUSSETO,Sun,-0.7272727272727273,-2.0,4,44,3,1,0,44.974692,10.038909
CALCERANICA,Sun,4.027777777777778,3.0,6,72,34,12,3,46.007384,11.240713
CALOLZIOCORTE OLGINATE,Sun,1.9234507897934385,1.0,81,823,157,75,23,45.801619,9.42698
CAMBIANO SANTENA,Sun,1.5887445887445888,1.0,18,231,34,11,6,44.966491,7.773225
CAMPOBELLO DI MAZARA,Sun,0.8672566371681416,-1.0,9,113,25,19,7,37.636256,12.733165
CAMPOLIGURE MASONE,Sun,3.25,3.0,14,152,53,24,3,44.530909,8.700878
CAMPOSAMPIERO,Sun,0.202991452991453,0.0,39,468,23,8,2,45.568922,11.928293
CAMUCIA CORTONA,Sun,3.669135802469136,2.0,35,405,138,85,28,43.261104,11.971245
CANDELO,Sun,1.3370165745856353,1.0,14,181,4,2,2,45.547433,8.100103
CAPACI,Sun,12.0,12.0,1,1,1,1,1,38.171794,13.232398
CAPANNELLE,Sun,1.3456140350877193,1.0,44,570,73,35,6,41.830713,12.568884
CAPO BONIFATI,Sun,3.5738636363636362,2.0,15,176,61,35,14,39.558342,15.874052
CARIMATE,Sun,1.8659420289855073,1.0,70,828,156,86,25,45.697094,9.107188
CAROVIGNO,Sun,12.0,12.0,1,1,1,1,1,40.737337,17.683791
CARPANE`VALSTAGNA,Sun,0.9722222222222222,0.0,6,72,5,3,2,45.860128,11.661183
CARPIGNANO SESIA,Sun,1.5555555555555556,1.0,14,153,7,4,1,45.528934,8.422898
CARRARA AVENZA,Sun,7.516129032258065,5.0,25,31,19,14,6,44.051239,10.062927
CASALPUSTERLENGO,Sun,2.2002923976608186,1.0,64,684,153,79,21,45.182473,9.653627
CASCINA,Sun,2.2902097902097904,1.0,23,286,75,40,13,43.674542,10.545225
CASERTA,Sun,2.0187207488299532,1.0,57,641,182,120,62,41.068655,14.328457
CASTEL GANDOLFO,Sun,0.7747252747252747,1.0,14,182,17,2,0,41.746946,12.652266
CASTEL S.ANGELO,Sun,2.814159292035398,2.0,9,113,30,8,5,42.379666,13.017612
CASTEL S.GIOVANNI,Sun,3.2261306532663316,2.0,20,199,53,29,12,45.063272,9.436856
CASTELDACCIA,Sun,4.0,4.0,1,1,1,0,0,38.060474,13.536867
CASTELFIORENTINO,Sun,13.791666666666666,9.0,15,24,24,24,11,43.60542,10.968048
CASTELGUELFO,Sun,0.875,1.0,3,24,4,0,0,44.836434,10.176706
CASTELLANETA,Sun,2.3120567375886525,1.0,11,141,15,9,5,,
CASTELLANZA,Sun,0.7368421052631579,0.0,51,589,22,9,2,,
CASTELLEONE,Sun,2.963254593175853,2.0,34,381,107,43,20,45.301826,9.76779
CASTELMAGGIORE,Sun,3.0377358490566038,1.0,13,159,39,26,11,44.576055,11.366901
CASTELVETRANO,Sun,1.1228070175438596,0.0,9,114,21,16,7,37.684977,12.799552
CASTELVETRO,Sun,0.1590909090909091,0.0,4,44,2,2,0,45.100095,9.982181
CASTRONNO,Sun,2.015679442508711,1.0,85,574,96,47,10,45.74524,8.810302
CATANIA AER. FONTANAROSSA,Sun,5.0,4.0,1,2,2,1,0,,
CATTOLICA S.GIOVANNI GABICCE,Sun,2.0604395604395602,1.0,35,364,91,53,26,43.959931,12.745087
CAVA CARBONARA,Sun,3.0206896551724136,3.0,12,145,40,10,5,45.147055,9.071387
CA` DI BOSCHETTI,Sun,0.4,0.0,5,5,0,0,0,44.117925,9.857449
CECCANO,Sun,0.5504885993485342,0.0,24,307,16,8,3,41.573583,13.336417
CECCHINA,Sun,2.2427184466019416,1.0,16,206,37,12,4,41.692029,12.650992
CENGIO,Sun,2.065015479876161,2.0,25,323,57,27,8,44.390798,8.191824
CERVIGNANO A.G.,Sun,0.971473851030111,0.0,53,631,63,36,14,45.823948,13.342866
CESANO MADERNO,Sun,-0.23720259552992068,0.0,123,1387,17,12,5,,
CESATE,Sun,0.2996941896024465,0.0,85,981,21,4,1,,
CESENATICO,Sun,1.8581730769230769,1.0,48,416,74,47,18,44.20065,12.391186
CHATILLON SAINT VINCENT,Sun,2.0866336633663365,1.0,33,404,66,38,16,45.7434,7.619309
CHIASSO,Sun,-0.7772277227722773,-2.0,55,606,65,43,14,45.830736,9.03421
CHIETI,Sun,1.1422222222222222,0.0,18,225,26,14,9,42.356905,14.13815
CHIGNOLO PO,Sun,2.193717277486911,2.0,17,191,51,25,1,45.160942,9.494196
CHIUSI C.T.,Sun,2.377880184331797,1.0,46,434,119,78,41,43.002466,11.957893
CHIVASSO,Sun,0.4263959390862944,1.0,80,985,120,65,26,45.193637,7.889666
CIVITA CASTELLANA,Sun,0.8038585209003215,0.0,46,311,17,5,4,42.346593,12.453821
CODOGNO,Sun,2.8275862068965516,1.0,72,783,195,110,39,45.154897,9.701376
COLLE MATTIA,Sun,1.410071942446043,1.0,11,139,15,9,2,41.832756,12.728329
COLLEGNO,Sun,1.4164859002169197,0.0,38,461,56,32,18,45.078854,7.574131
COLLEVECCHIO,Sun,1.7123745819397993,1.0,45,299,25,10,4,42.298089,12.520546
COLOGNE,Sun,5.0,5.0,1,1,1,0,0,45.576627,9.935316
COLONNA GALLERIA,Sun,2.219298245614035,1.0,9,114,14,12,1,,
CORIGLIANO CALABRO,Sun,3.727272727272727,3.0,13,165,67,37,13,39.628223,16.514949
CORNUDA,Sun,2.1077844311377247,1.0,22,167,37,14,4,45.833846,12.012886
CORONELLA,Sun,4.7,2.0,5,60,17,11,4,,
CORRIDONIA MOGLIANO,Sun,1.4230769230769231,0.0,11,130,17,12,5,43.281616,13.477697
CREMA,Sun,3.3973684210526316,2.0,34,380,116,49,19,45.366864,9.694209
CUNEO,Sun,-0.9651162790697675,-2.0,20,258,19,12,6,44.387914,7.536235
CUPRAMARITTIMA,Sun,3.0142857142857142,1.0,15,140,40,26,7,43.02349,13.860812
DIAMANTE BUONVICINO,Sun,4.293532338308458,3.0,17,201,93,51,14,39.67701,15.824278
DORIO,Sun,4.665551839464883,3.0,26,299,133,79,34,46.102756,9.319063
DORMELLETTO,Sun,2.657754010695187,1.0,31,187,56,40,8,45.7233,8.581906
EBOLI,Sun,4.9784172661870505,2.0,12,139,50,36,18,40.611057,15.052382
ELMAS AEROPORTO,Sun,0.9032258064516129,1.0,71,713,51,27,15,,
EMPOLI,Sun,-0.1648431801604668,-1.0,109,1371,148,81,20,43.715708,10.94915
ENAS,Sun,1.0,1.0,1,1,0,0,0,40.85706,9.431095
ENNA,Sun,1.5826771653543308,0.0,14,127,24,15,6,37.581134,14.289579
ERBA,Sun,0.0,0.0,27,282,0,0,0,,
FALCIANO MONDRAGONE CAR.,Sun,1.5114503816793894,1.0,21,262,47,25,9,41.123525,13.971792
FASANO,Sun,2.175925925925926,1.0,40,432,96,50,18,40.851753,17.3859
FELIZZANO,Sun,0.8351648351648352,1.0,7,91,3,1,1,44.893367,8.437155
FERRUZZANO,Sun,0.4,-1.0,2,25,3,2,0,38.016304,16.134486
FIDENE,Sun,1.3227146814404431,1.0,87,722,43,21,8,41.979773,12.508451
FIDENZA,Sun,1.3906111603188662,1.0,111,1129,223,139,70,44.86773,10.06339
FIESOLE CALDINE,Sun,2.0816326530612246,1.0,19,245,46,23,11,43.833697,11.266047
FILATTIERA,Sun,1.4578313253012047,0.0,17,166,35,21,6,44.33137,9.933352
FILIANO,Sun,2.31,1.0,8,100,16,8,2,40.837161,15.752285
FINALE LIGURE MARINA,Sun,3.6644844517184945,2.0,65,611,230,142,41,44.169116,8.34033
FIRENZE CASTELLO,Sun,0.766497461928934,1.0,17,197,13,5,0,43.819444,11.21838
FIUMICINO AEROPORTO,Sun,-0.4092664092664093,-1.0,130,1295,100,39,15,41.793673,12.251728
FIVIZZANO ROMETTA - SOLIERA,Sun,3.3026315789473686,2.0,12,152,47,29,3,44.201526,10.05953
FOLIGNO,Sun,1.8451776649746192,0.0,38,394,83,56,27,42.954261,12.711096
FOLLONICA,Sun,2.525462962962963,1.0,38,432,99,70,25,42.926687,10.755775
FORLIMPOPOLI,Sun,2.943231441048035,1.0,20,229,67,40,10,44.194165,12.128125
FRATTAMAGGIORE,Sun,6.5,5.0,4,4,3,2,1,40.940018,14.263676
FRATTE CENTRO,Sun,0.75,1.0,4,4,0,0,0,45.585849,11.906637
GALLESE IN TEVERINA,Sun,2.0100334448160537,1.0,45,299,35,7,4,42.380901,12.439732
GARLASCO,Sun,2.331034482758621,1.0,12,145,16,8,5,45.198948,8.926829
GATTEO A MARE,Sun,3.010840108401084,1.0,44,369,72,47,16,44.170691,12.432057
GAVIGNANO,Sun,2.9260450160771705,2.0,46,311,51,17,4,,
GAZZO PIEVE S. GIACOMO,Sun,1.7777777777777777,2.0,4,45,7,5,1,45.137151,10.189922
GENGA S.VITTORE TERME,Sun,1.5916666666666666,1.0,10,120,20,10,3,43.403011,12.977163
GENOVA ACQUASANTA,Sun,2.6447368421052633,2.0,14,152,46,24,3,44.458757,8.773197
GENOVA PEGLI,Sun,13.0,1.0,2,2,1,1,1,44.426236,8.816767
GENOVA PRA,Sun,7.75,3.0,4,4,2,2,2,44.426874,8.785356
GENOVA QUINTO AL MARE,Sun,10.666666666666666,10.0,3,3,3,3,1,44.385184,9.020514
GENOVA SAMPIERDARENA,Sun,0.5336538461538461,0.0,96,1040,107,70,29,44.413102,8.887271
GENOVA SESTRI PONENTE,Sun,1.4348484848484848,0.0,61,660,90,57,24,44.422374,8.847707
GENOVA VOLTRI,Sun,0.7147385103011094,0.0,58,631,97,54,22,44.428467,8.758163
GHIVIZZANO - COREGLIA,Sun,3.5421686746987953,2.0,13,166,55,31,4,44.027583,10.510183
GIAVE,Sun,5.1375,3.0,7,80,34,19,7,40.455875,8.729388
GIOIA DEL COLLE,Sun,1.813953488372093,-1.0,20,215,32,20,15,40.796983,16.916569
GIOIA TAURO,Sun,2.9276807980049875,0.0,39,401,76,52,36,38.423436,15.897516
GIOIOSA JONICA,Sun,1.5693069306930694,1.0,16,202,49,30,6,38.300812,16.332501
GIUNCANO,Sun,3.625,0.0,4,8,2,1,1,42.647802,12.637694
GLORIE,Sun,1.0303030303030303,1.0,3,33,1,0,0,44.483341,12.075736
GODO,Sun,5.115671641791045,4.0,25,268,150,90,23,44.389322,12.071256
GOLFO ARANCI,Sun,-2.0,-2.0,2,25,0,0,0,40.997261,9.62471
GONZAGA-REGGIOLO,Sun,1.573394495412844,0.0,18,218,31,22,15,44.939239,10.815533
GORIANO SICOLI,Sun,0.5,0.0,1,12,0,0,0,42.082698,13.78286
GRASSANO,Sun,2.8842105263157896,1.0,8,95,27,18,7,40.593317,16.241049
GRECCIO,Sun,2.9126984126984126,2.0,10,126,33,13,5,42.462872,12.777009
GRISIGNANO DI ZOCCO,Sun,2.1589958158995817,1.0,21,239,48,24,8,45.48638,11.710762
GROSSETO,Sun,1.8200757575757576,0.0,49,528,129,89,48,42.76728,11.1065
GRUGLIASCO,Sun,0.0,0.0,4,4,0,0,0,,
GRUMO APPULA,Sun,2.50354609929078,1.0,11,141,19,7,4,41.01199,16.718777
GUADAGNA,Sun,0.9746543778801844,1.0,34,434,6,4,3,,
GUALDO TADINO,Sun,2.3405797101449277,1.0,13,138,28,18,7,43.233475,12.7672
GUIDONIA-MONTECELIO-S.ANGELO,Sun,2.2510822510822512,1.0,18,231,45,21,7,41.993405,12.725681
HONE BARD,Sun,2.558411214953271,1.0,33,428,93,47,18,45.613918,7.741345
IGLESIAS,Sun,-0.796875,-1.0,11,128,5,3,1,39.310563,8.539786
INVERIGO,Sun,0.0,0.0,29,307,0,0,0,,
ISOLA DELLE FEMMINE,Sun,-1.1550925925925926,-1.0,34,432,2,2,1,38.194784,13.250188
JESI,Sun,1.2749003984063745,0.0,22,251,37,24,13,43.520164,13.251316
LA GIUSTINIANA,Sun,2.3938172043010755,2.0,67,744,146,62,7,41.985243,12.403457
LADISPOLI-CERVETERI,Sun,1.1944444444444444,1.0,37,432,70,35,7,41.953502,12.081675
LATISANA LIGNANO B.,Sun,1.4741697416974169,0.0,46,542,87,42,13,45.777733,13.001101
LECCE,Sun,0.9838709677419355,-2.0,34,372,72,48,29,40.34566,18.165724
LECCO MAGGIANICO,Sun,1.2832861189801699,1.0,37,353,47,25,7,45.831179,9.411691
LEVANTO,Sun,1.803225806451613,1.0,101,930,208,131,45,44.174167,9.616018
LEVICO,Sun,3.2222222222222223,3.0,6,72,22,7,2,46.005729,11.30493
LIMONE,Sun,-3.448717948717949,-4.0,6,78,0,0,0,44.203799,7.577912
LISON,Sun,2.4299065420560746,1.0,19,214,33,18,5,45.751947,12.759416
LOLLI,Sun,1.0425531914893618,1.0,37,470,5,3,1,,
LONGARONE ZOLDO,Sun,2.2992125984251968,2.0,18,127,25,7,3,46.267466,12.301953
LUGO,Sun,3.8777173913043477,3.0,34,368,148,74,31,44.414106,11.914723
LUINO,Sun,2.5929203539823007,2.0,13,113,27,7,1,45.996643,8.737464
LUNGAVILLA,Sun,0.9052631578947369,0.0,16,190,17,8,3,45.049837,9.068968
LUNGHEZZA,Sun,0.819672131147541,-1.0,19,244,32,21,6,41.923253,12.667212
L`AQUILA,Sun,0.02197802197802198,-1.0,7,91,10,5,1,42.351055,13.384959
MACERATA,Sun,1.3475177304964538,1.0,12,141,29,15,6,43.293094,13.455172
MADDALONI INFERIORE,Sun,21.384615384615383,16.0,12,13,13,13,10,41.035954,14.380504
MADIGNANO,Sun,4.135135135135135,3.0,32,370,144,64,24,45.34383,9.730179
MAGLIANO CRAVA MOROZZO,Sun,-0.01098901098901099,-1.0,7,91,7,5,1,44.445259,7.777852
MALEO,Sun,4.191489361702128,4.0,5,47,26,13,1,45.170118,9.755201
MALPENSA AEROPORTO T1,Sun,0.0,0.0,39,375,0,0,0,,
MANZANO,Sun,1.6192468619246863,1.0,20,239,27,13,3,45.98811,13.375016
MARANO,Sun,2.890829694323144,2.0,18,229,45,9,2,45.706864,11.4246
MARATEA,Sun,5.137704918032787,2.0,30,305,126,86,31,39.995028,15.70975
MARINO,Sun,-1.2912087912087913,-2.0,14,182,5,3,0,41.768961,12.655994
MARSALA,Sun,1.3628318584070795,0.0,9,113,18,14,8,37.793514,12.443174
MEINA,Sun,3.486772486772487,1.0,31,189,74,49,18,45.794389,8.535452
MELE,Sun,3.0328947368421053,2.0,14,152,51,23,4,44.472797,8.733953
MELITO DI PORTO SALVO,Sun,0.7934782608695652,0.0,23,276,38,23,8,37.916732,15.780816
MEOLO,Sun,29.2,13.0,5,5,4,4,3,45.61319,12.453969
MERANA,Sun,3.484126984126984,2.0,10,126,42,17,4,44.519368,8.298327
MESAGNE,Sun,32.0,32.0,1,1,1,1,1,40.563203,17.802082
MI P.GAR.SOTT.,Sun,3.3021290976681312,2.0,288,2959,841,415,115,45.484228,9.185122
MI.P.GENOVA,Sun,0.1443850267379679,-2.0,17,187,25,20,12,45.453379,9.169303
MILANO CERTOSA,Sun,2.4189274447949525,2.0,138,1585,334,164,40,45.507019,9.133863
MILANO LAMBRATE,Sun,2.1396348012889366,1.0,253,2793,489,290,137,45.484933,9.237333
MILANO LANCETTI,Sun,1.2125506072874495,0.0,289,2964,478,260,64,45.492632,9.175832
MILANO S. CRISTOFORO,Sun,0.1837837837837838,-1.0,50,555,59,41,24,45.442404,9.130258
MIRA MIRANO,Sun,-1.0,-1.0,1,1,0,0,0,45.462943,12.118789
MIRADOLO TERME,Sun,3.298429319371728,3.0,17,191,70,33,2,45.162007,9.449952
MIRANDOLA,Sun,5.120111731843576,3.0,30,358,179,122,39,44.891638,11.111689
MOGLIANO VENETO,Sun,1.066411238825032,0.0,68,783,70,41,16,45.561964,12.23274
MOLTENO,Sun,1.9772727272727273,2.0,22,220,27,12,4,45.780939,9.301683
MONFALCONE,Sun,1.4948837209302326,0.0,91,1075,131,76,40,45.807683,13.542929
MONSELICE,Sun,1.1577380952380953,-1.0,58,672,94,64,40,45.246116,11.74789
MONTEBELLUNA,Sun,1.0545977011494252,1.0,36,348,37,7,5,45.776434,12.054
MONTECARLO SAN SALVATORE,Sun,2.496732026143791,2.0,32,153,44,18,6,43.850798,10.68537
MONTELUPO CAPRAIA,Sun,15.428571428571429,10.0,6,7,6,5,3,43.733357,11.018997
MONTEPULCIANO,Sun,2.8,2.0,14,160,23,14,8,43.135353,11.856865
MONTEROSSO,Sun,3.0600461893764432,1.0,102,866,240,160,52,44.145967,9.649009
MONZA,Sun,1.8933434190620273,1.0,246,2644,431,206,87,45.577789,9.273253
MONZA SOBBORGHI,Sun,1.9136363636363636,1.0,22,220,27,12,2,45.582082,9.284375
MORI,Sun,9.0,9.0,1,1,1,1,0,45.861216,11.002648
MORROVALLE MONTE S.GIUSTO,Sun,2.457516339869281,1.0,13,153,38,21,6,43.279189,13.58285
MURATELLA,Sun,2.8574739281575896,2.0,99,863,196,68,24,41.826182,12.412696
NAPOLI MERGELLINA,Sun,5.666666666666667,6.0,3,3,2,2,0,40.831531,14.218662
NAPOLI MONTESANTO,Sun,14.0,2.0,3,3,1,1,1,40.847807,14.244022
NAVACCHIO,Sun,2.484848484848485,2.0,21,264,74,37,11,43.685941,10.486806
NEPEZZANO-PIANO D'ACCIO,Sun,6.164835164835165,6.0,7,91,90,51,3,,
NETTUNO,Sun,-0.10852713178294573,-1.0,10,129,6,4,3,41.459558,12.662123
NOALE SCORZE`,Sun,2.0336322869955157,2.0,39,446,66,26,13,45.553833,12.074888
NOLA,Sun,5.036363636363636,3.0,17,165,70,40,21,40.923652,14.525004
NOVI LIGURE,Sun,0.3317422434367542,-1.0,33,419,43,16,9,44.762521,8.787289
OLEGGIO,Sun,2.4725274725274726,2.0,14,182,39,8,1,45.598029,8.632586
OMEGNA CRUSINALLO,Sun,2.065934065934066,1.0,7,91,14,3,1,45.898138,8.413929
OZZANO TARO,Sun,3.475113122171946,2.0,42,221,68,38,11,44.712268,10.141022
PADERNO DUGNANO,Sun,0.0,0.0,65,738,0,0,0,,
PAESE,Sun,14.0,14.0,1,1,1,1,1,45.669207,12.161677
PALAGIANO CHIATONA,Sun,1.1538461538461537,1.0,3,39,5,4,1,40.516998,17.059217
PALAZZO REALE-ORLEANS,Sun,-1.2851063829787235,-2.0,37,470,4,3,1,38.10878,13.353962
PALIDANO,Sun,3.6743119266055047,2.0,18,218,48,32,17,44.972228,10.777412
PAULILATINO,Sun,1.3529411764705883,0.0,5,51,7,6,3,40.077373,8.775812
PAVIA,Sun,2.315648085963734,1.0,143,1489,368,196,72,45.188843,9.144674
PELLEZZANO,Sun,2.9076923076923076,2.0,12,130,40,23,6,40.719928,14.777354
PERAROLO DI CADORE,Sun,2.2283464566929134,2.0,18,127,26,13,3,46.386277,12.352493
PESARO,Sun,3.8642117376294594,1.0,79,869,295,212,116,43.906014,12.904848
PESCARA PORTA NUOVA,Sun,0.815668202764977,0.0,17,217,19,10,3,42.458072,14.211663
PESCINA,Sun,1.5833333333333333,1.0,1,12,0,0,0,42.037564,13.668981
PIACENZA,Sun,1.4939341421143848,-1.0,123,1154,231,159,82,45.052238,9.70633
PIANORO,Sun,0.6129032258064516,-1.0,29,217,27,16,8,44.380589,11.340675
PIAZZA AMEDEO,Sun,-1.1655104063429138,-2.0,182,1009,40,34,24,40.838506,14.232974
PIEDIMONTE-V.S.L.-AQUINO,Sun,0.8990825688073395,0.0,26,327,19,11,4,,
PIETRAGALLA,Sun,2.386046511627907,1.0,17,215,29,14,4,40.753314,15.79211
PIOMBINO BINARI MARE,Sun,0.6,0.0,5,50,4,1,0,42.928931,10.54525
PIONA,Sun,4.043478260869565,2.0,26,299,116,77,31,46.124696,9.350759
PISA CENTRALE,Sun,1.2749445676274944,0.0,158,1804,359,222,89,43.70794,10.398183
PISCINA DI PINEROLO,Sun,0.5748792270531401,-1.0,16,207,37,20,1,44.921744,7.425482
PISTICCI,Sun,3.5384615384615383,1.0,4,52,17,6,2,40.420848,16.552181
PIZZO,Sun,3.3333333333333335,1.0,7,75,19,11,4,38.726323,16.150615
PLOAGHE,Sun,3.1082474226804124,2.0,15,194,63,35,12,40.66132,8.728075
POGGIO FIDONI,Sun,9.76923076923077,8.0,1,13,13,13,2,42.395811,12.795429
POGGIO MIRTETO,Sun,-0.028985507246376812,-1.0,61,414,14,8,5,42.242187,12.633043
POGGIRIDENTI-TRESIVIO-PIATEDA,Sun,2.4285714285714284,1.0,5,42,9,7,2,46.166888,9.93382
POLLINA,Sun,-1.1643835616438356,-1.0,8,73,4,2,2,38.018,14.175943
PONTE D`ADIGE,Sun,1.1871657754010696,1.0,30,374,52,12,2,46.485444,11.297719
PONTE GALERIA,Sun,2.267670915411356,2.0,99,863,140,48,23,41.818349,12.344733
PONTECCHIO MARCONI,Sun,1.8936170212765957,2.0,4,47,5,0,0,44.42294,11.26919
PONTICINO,Sun,2.6467065868263475,2.0,28,334,89,36,12,43.481446,11.71657
PORTOGRUARO CAORLE,Sun,1.8631578947368421,1.0,57,665,95,42,14,45.781438,12.832375
POSTIOMA,Sun,2.0440528634361232,2.0,30,227,24,3,2,45.715862,12.148248
POTENZA CENTRALE,Sun,-0.2056451612903226,-2.0,21,248,31,23,9,40.629469,15.806808
POTENZA SUPERIORE,Sun,0.03543307086614173,-1.0,20,254,11,6,4,40.64586,15.800966
PRATOLA PELIGNA SUPERIORE,Sun,3.3384615384615386,6.0,5,65,39,39,1,42.080415,13.87223
PRIOLO MELILLI,Sun,1.3333333333333333,0.0,6,48,11,5,3,37.157951,15.197038
PRIVERNO FOSSANOVA,Sun,1.1175115207373272,-1.0,35,434,74,42,19,41.421853,13.186406
QUATTRO VILLE,Sun,1.7155963302752293,1.0,18,218,27,13,6,,
QUERO VAS,Sun,2.4671052631578947,2.0,20,152,27,6,3,45.939306,11.920189
