stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
VENTIMIGLIA,IC,Mon,6.703125,5.0,6,64,40,30,17,43.792561,7.610224
VIAREGGIO,IC,Mon,4.853556485355648,2.0,23,239,85,60,32,43.865947,10.257886
VIBO VALENZIA PIZZO,IC,Mon,10.345132743362832,1.0,11,113,29,23,15,38.714593,16.139887
VITTUONE ARLUNO,IC,Mon,-3.0,-3.0,1,1,0,0,0,45.491054,8.947299
ALBENGA,IC,Mon,7.04424778761062,6.0,10,113,83,60,23,44.04722,8.221663
ALCANTARA,IC,Mon,0.0,0.0,1,1,0,0,0,37.82145,15.251158
AMOROSI MELIZZANO,IC,Mon,14.0,14.0,1,1,1,1,1,41.173509,14.470759
ANCONA,IC,Mon,4.655737704918033,2.0,19,183,75,58,34,43.607734,13.497665
ASSISI,IC,Mon,4.38,3.0,4,50,24,17,6,43.058921,12.585304
ASTI,IC,Mon,4.595959595959596,3.0,12,99,36,24,10,44.89479,8.208112
BAGNARA,IC,Mon,5.5,7.0,2,10,7,6,0,38.282695,15.800327
BELLA MURO,IC,Mon,10.604651162790697,6.0,4,43,27,23,12,40.700914,15.542936
CAMPOLEONE,IC,Mon,108.0,108.0,1,1,1,1,1,41.642396,12.648341
CASERTA,IC,Mon,8.933333333333334,3.0,3,30,15,15,14,41.068655,14.328457
CASTELBOLOGNESE,IC,Mon,0.0,0.0,1,1,0,0,0,44.325391,11.804174
CATANIA CENTRALE,IC,Mon,15.771929824561404,2.0,9,57,25,20,16,37.506211,15.099417
CEFALU`,IC,Mon,7.285714285714286,-1.0,5,35,8,6,5,38.03285,14.019526
CIRO',IC,Mon,11.877551020408163,10.0,4,49,38,33,24,39.368701,17.116997
CIVITANOVA MARCHE,IC,Mon,5.928571428571429,3.0,12,140,63,46,28,43.3091,13.7257
CORIGLIANO CALABRO,IC,Mon,10.10204081632653,8.0,4,49,36,32,17,39.628223,16.514949
CROTONE,IC,Mon,10.775510204081632,9.0,4,49,35,29,22,39.0845,17.108418
EBOLI,IC,Mon,11.13953488372093,4.0,4,43,25,19,13,40.611057,15.052382
FANO,IC,Mon,4.9,1.0,12,140,42,33,17,43.842977,13.02478
FERRANDINA,IC,Mon,8.86046511627907,3.0,4,43,19,18,9,40.516566,16.475276
FIRENZE S.M.N.,IC,Mon,7.783783783783784,6.0,3,37,25,19,9,43.776893,11.247373
FRANCAVILLA FONTANA,IC,Mon,6.722222222222222,2.0,3,18,6,3,2,40.523145,17.584714
GENOVA BRIGNOLE,IC,Mon,3.3607142857142858,2.0,28,280,106,74,25,44.407213,8.947553
ISOLA CAPO RIZZUTO,IC,Mon,5.0,5.0,1,1,1,0,0,39.043084,17.071764
LORETO,IC,Mon,10.5625,4.0,2,16,9,6,4,43.448376,13.620455
MELITO DI PORTO SALVO,IC,Mon,7.1020408163265305,5.0,4,49,26,23,9,37.916732,15.780816
