stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
FIRENZE S.M.N.,IC,Fri,10.0,7.0,4,44,28,24,16
FOGGIA,IC,Fri,3.91875,2.0,16,160,64,49,29
FOLIGNO,IC,Fri,4.932038834951456,2.0,8,103,44,30,12
FORMIA-GAETA,IC,Fri,7.967105263157895,3.0,28,304,149,106,56
GENOVA P.PRINCIPE,IC,Fri,2.94910941475827,1.0,36,393,123,78,34
GIOIOSA JONICA,IC,Fri,8.34,6.0,4,50,34,27,15
GIULIANOVA,IC,Fri,4.237410071942446,4.0,11,139,70,46,13
GRASSANO,IC,Fri,4.872340425531915,4.0,4,47,24,14,7
LATINA,IC,Fri,5.934210526315789,1.0,28,304,111,74,47
LEVANTO,IC,Fri,1.5767441860465117,0.0,18,215,57,32,13
LIVORNO CENTRALE,IC,Fri,6.385093167701863,3.0,16,161,69,53,27
LODI,IC,Fri,3.152173913043478,1.0,11,138,40,27,15
MELITO DI PORTO SALVO,IC,Fri,6.215686274509804,3.0,4,51,22,20,10
MILANO PORTA GARIBALDI,IC,Fri,-7.5,-11.0,2,2,0,0,0
MONFALCONE,IC,Fri,3.6097560975609757,3.0,4,41,15,11,4
MONOPOLI,IC,Fri,5.6395348837209305,2.0,9,86,35,22,16
NAPOLI CENTRALE,IC,Fri,3.8700361010830324,1.0,26,277,100,79,42
NICOTERA,IC,Fri,14.0,4.0,2,8,5,4,1
NOVARA,IC,Fri,1.25,1.0,4,28,3,1,0
ORTE,IC,Fri,5.714285714285714,2.0,16,182,78,51,29
ORVIETO,IC,Fri,4.7094017094017095,1.0,11,117,36,30,19
PAOLA,IC,Fri,7.315436241610739,-2.0,17,149,45,37,29
PESARO,IC,Fri,2.8285714285714287,1.0,12,140,48,31,12
PIACENZA,IC,Fri,3.042682926829268,0.0,18,164,55,42,26
PIETRA LIGURE,IC,Fri,4.5,3.0,2,2,1,1,0
ROCCALUMERA MANDANICI,IC,Fri,25.5,21.0,1,4,3,3,3
ROCCELLA JONICA,IC,Fri,8.2,6.0,4,50,32,27,14
ROMA TERMINI,IC,Fri,6.452107279693487,2.0,23,261,104,81,53
S. MARGHERITA LIGURE PORTOFINO,IC,Fri,3.3856209150326797,2.0,12,153,53,33,13
S.BENEDETTO DEL TRONTO,IC,Fri,4.070921985815603,3.0,12,141,69,43,12
SAN SEVERO,IC,Fri,5.478632478632479,4.0,11,117,59,49,21
SIDERNO,IC,Fri,9.14,7.0,4,50,36,30,17
SOVERATO,IC,Fri,8.4,7.0,4,50,32,30,16
SPOLETO,IC,Fri,5.1826923076923075,2.0,8,104,42,30,13
TARANTO,IC,Fri,1.9027777777777777,-3.0,7,72,16,14,9
TERMINI IMERESE,IC,Fri,3.4,-2.0,7,35,11,10,8
TERMOLI,IC,Fri,4.222222222222222,3.0,11,117,55,41,20
TORINO LINGOTTO,IC,Fri,0.9010989010989011,-1.0,10,91,9,5,3
TRANI,IC,Fri,5.746478873239437,4.0,13,142,82,55,24
UDINE,IC,Fri,2.0,-2.0,1,2,1,1,0
VENEZIA MESTRE,IC,Fri,4.923076923076923,1.0,4,39,13,12,5
VILLA LITERNO,IC,Fri,140.0,65.0,2,2,2,2,2
