stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
AREZZO,IC,Fri,5.300699300699301,2.0,12,143,64,41,22,43.461725,11.874189
ASSISI,IC,Fri,6.549019607843137,5.0,4,51,31,19,6,43.058921,12.585304
BAIANO DI SPOLETO,IC,Fri,-1.0,-1.0,1,1,0,0,0,42.726238,12.663615
BATTIPAGLIA,IC,Fri,9.651006711409396,4.0,13,149,75,54,34,40.605789,14.98324
BENEVENTO,IC,Fri,10.083333333333334,8.0,3,36,27,23,14,41.141901,14.769998
BORDIGHERA,IC,Fri,4.233766233766234,3.0,7,77,35,23,8,43.778313,7.663504
BRINDISI,IC,Fri,4.643564356435643,2.0,11,101,37,26,18,40.634339,17.938978
CAPACCIO ROCCADASPIDE,IC,Fri,3.026315789473684,2.0,3,38,12,8,5,40.454518,15.013551
CASTELBOLOGNESE,IC,Fri,-1.0,-1.0,1,1,0,0,0,44.325391,11.804174
CASTELLANETA MARINA,IC,Fri,-2.0,-2.0,1,1,0,0,0,40.481111,16.965434
CASTELPLANIO CUPRAMONTANA,IC,Fri,-3.0,-3.0,1,1,0,0,0,43.481403,13.084733
CATANZARO LIDO,IC,Fri,8.62,7.0,4,50,32,29,16,38.821788,16.612975
FABRIANO,IC,Fri,4.326923076923077,0.0,4,52,8,7,5,43.345429,12.905336
FINALE LIGURE MARINA,IC,Fri,6.966101694915254,5.0,12,118,81,57,18,44.169116,8.34033
FIRENZE CAMPO MARTE,IC,Fri,7.142857142857143,3.0,7,42,20,15,13,43.776856,11.27702
GENOVA BRIGNOLE,IC,Fri,3.227106227106227,1.0,24,273,89,64,27,44.407213,8.947553
GIOIA DEL COLLE,IC,Fri,-0.7692307692307693,-5.0,3,26,5,5,3,40.796983,16.916569
GIOIA TAURO,IC,Fri,8.080882352941176,1.0,13,136,46,40,29,38.423436,15.897516
